﻿id;age_group_id;is_pregnant;is_breastfeeding;gender_id;nutrient_id;activity_level_id;unit_id;lower_limit;target;upper_limit;description;foot_note
311;7;0;0;1;37;;mg;;3,0;;;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen.
312;8;0;0;2;37;;mg;;3,5;;;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen.
313;8;0;0;1;37;;mg;;3,0;;;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen.
314;9;0;0;2;37;;mg;;3,5;;;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen.
315;9;0;0;1;37;;mg;;3,0;;;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen.
316;10;0;0;2;37;;mg;;3,5;;;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen.
317;10;0;0;1;37;;mg;;3,0;;;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen.
318;8;1;0;1;37;;mg;;3,0;;;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen.
319;8;1;0;1;37;;mg;;3,0;;;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen.
320;8;1;0;1;37;;mg;;3,0;;;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen.
321;8;0;1;1;37;;mg;;3,0;;;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen.
322;1;0;0;2;20;;ug;;120;;;Berechnet nach der Summe Vitamin B9 gesamte Folsäurewirksamer Verbindungen in der üblichen Nahrung (Vitamin B9 gesamte Folsäure-Äquivalente): 1µg Vitamin B9 gesamte Folsäure-Äquivalent = 1µg NahrungsVitamin B9 gesamte Folsäure = 0,5 µg synthetische Folsäure
323;1;0;0;1;20;;ug;;120;;;Berechnet nach der Summe Vitamin B9 gesamte Folsäurewirksamer Verbindungen in der üblichen Nahrung (Vitamin B9 gesamte Folsäure-Äquivalente): 1µg Vitamin B9 gesamte Folsäure-Äquivalent = 1µg NahrungsVitamin B9 gesamte Folsäure = 0,5 µg synthetische Folsäure
324;2;0;0;2;20;;ug;;140;;;Berechnet nach der Summe Vitamin B9 gesamte Folsäurewirksamer Verbindungen in der üblichen Nahrung (Vitamin B9 gesamte Folsäure-Äquivalente): 1µg Vitamin B9 gesamte Folsäure-Äquivalent = 1µg NahrungsVitamin B9 gesamte Folsäure = 0,5 µg synthetische Folsäure
325;2;0;0;1;20;;ug;;140;;;Berechnet nach der Summe Vitamin B9 gesamte Folsäurewirksamer Verbindungen in der üblichen Nahrung (Vitamin B9 gesamte Folsäure-Äquivalente): 1µg Vitamin B9 gesamte Folsäure-Äquivalent = 1µg NahrungsVitamin B9 gesamte Folsäure = 0,5 µg synthetische Folsäure
326;3;0;0;2;20;;ug;;180;;;Berechnet nach der Summe Vitamin B9 gesamte Folsäurewirksamer Verbindungen in der üblichen Nahrung (Vitamin B9 gesamte Folsäure-Äquivalente): 1µg Vitamin B9 gesamte Folsäure-Äquivalent = 1µg NahrungsVitamin B9 gesamte Folsäure = 0,5 µg synthetische Folsäure
327;3;0;0;1;20;;ug;;180;;;Berechnet nach der Summe Vitamin B9 gesamte Folsäurewirksamer Verbindungen in der üblichen Nahrung (Vitamin B9 gesamte Folsäure-Äquivalente): 1µg Vitamin B9 gesamte Folsäure-Äquivalent = 1µg NahrungsVitamin B9 gesamte Folsäure = 0,5 µg synthetische Folsäure
328;4;0;0;2;20;;ug;;240;;;Berechnet nach der Summe Vitamin B9 gesamte Folsäurewirksamer Verbindungen in der üblichen Nahrung (Vitamin B9 gesamte Folsäure-Äquivalente): 1µg Vitamin B9 gesamte Folsäure-Äquivalent = 1µg NahrungsVitamin B9 gesamte Folsäure = 0,5 µg synthetische Folsäure
329;4;0;0;1;20;;ug;;240;;;Berechnet nach der Summe Vitamin B9 gesamte Folsäurewirksamer Verbindungen in der üblichen Nahrung (Vitamin B9 gesamte Folsäure-Äquivalente): 1µg Vitamin B9 gesamte Folsäure-Äquivalent = 1µg NahrungsVitamin B9 gesamte Folsäure = 0,5 µg synthetische Folsäure
330;5;0;0;2;20;;ug;;300;;;Berechnet nach der Summe Vitamin B9 gesamte Folsäurewirksamer Verbindungen in der üblichen Nahrung (Vitamin B9 gesamte Folsäure-Äquivalente): 1µg Vitamin B9 gesamte Folsäure-Äquivalent = 1µg NahrungsVitamin B9 gesamte Folsäure = 0,5 µg synthetische Folsäure
331;5;0;0;1;20;;ug;;300;;;Berechnet nach der Summe Vitamin B9 gesamte Folsäurewirksamer Verbindungen in der üblichen Nahrung (Vitamin B9 gesamte Folsäure-Äquivalente): 1µg Vitamin B9 gesamte Folsäure-Äquivalent = 1µg NahrungsVitamin B9 gesamte Folsäure = 0,5 µg synthetische Folsäure
332;6;0;0;2;20;;ug;;300;;;Berechnet nach der Summe Vitamin B9 gesamte Folsäurewirksamer Verbindungen in der üblichen Nahrung (Vitamin B9 gesamte Folsäure-Äquivalente): 1µg Vitamin B9 gesamte Folsäure-Äquivalent = 1µg NahrungsVitamin B9 gesamte Folsäure = 0,5 µg synthetische Folsäure
333;6;0;0;1;20;;ug;;300;;Supplementationshinweis beachten;Berechnet nach der Summe Vitamin B9 gesamte Folsäurewirksamer Verbindungen in der üblichen Nahrung (Vitamin B9 gesamte Folsäure-Äquivalente): 1µg Vitamin B9 gesamte Folsäure-Äquivalent = 1µg NahrungsVitamin B9 gesamte Folsäure = 0,5 µg synthetische Folsäure Frauen, die schwanger werden wollen oder könnten, sollten zusätzlich zu einer Vitamin B9 gesamte Folsäurereichen Ernährung 400 µg synthetische Folsäure/Tag oder äquivalente Dosen anderer Vitamin B9 gesamte Folsäuree in Form eines Präparats einnehmen, um Neuralrohrdefekten vorzubeugen. Diese zusätzliche Einnahme eines Folsäure- oder Vitamin B9 gesamte Folsäurepräparats sollte mindestens 4 Wochen vor Beginn der Schwangerschaft anfangen und während des 1. Drittels der Schwangerschaft beibehalten werden.
334;7;0;0;2;20;;ug;;300;;;Berechnet nach der Summe Vitamin B9 gesamte Folsäurewirksamer Verbindungen in der üblichen Nahrung (Vitamin B9 gesamte Folsäure-Äquivalente): 1µg Vitamin B9 gesamte Folsäure-Äquivalent = 1µg NahrungsVitamin B9 gesamte Folsäure = 0,5 µg synthetische Folsäure
335;7;0;0;1;20;;ug;;300;;Supplementationshinweis beachten;Berechnet nach der Summe Vitamin B9 gesamte Folsäurewirksamer Verbindungen in der üblichen Nahrung (Vitamin B9 gesamte Folsäure-Äquivalente): 1µg Vitamin B9 gesamte Folsäure-Äquivalent = 1µg NahrungsVitamin B9 gesamte Folsäure = 0,5 µg synthetische Folsäure Frauen, die schwanger werden wollen oder könnten, sollten zusätzlich zu einer Vitamin B9 gesamte Folsäurereichen Ernährung 400 µg synthetische Folsäure/Tag oder äquivalente Dosen anderer Vitamin B9 gesamte Folsäuree in Form eines Präparats einnehmen, um Neuralrohrdefekten vorzubeugen. Diese zusätzliche Einnahme eines Folsäure- oder Vitamin B9 gesamte Folsäurepräparats sollte mindestens 4 Wochen vor Beginn der Schwangerschaft anfangen und während des 1. Drittels der Schwangerschaft beibehalten werden.
336;8;0;0;2;20;;ug;;300;;;Berechnet nach der Summe Vitamin B9 gesamte Folsäurewirksamer Verbindungen in der üblichen Nahrung (Vitamin B9 gesamte Folsäure-Äquivalente): 1µg Vitamin B9 gesamte Folsäure-Äquivalent = 1µg NahrungsVitamin B9 gesamte Folsäure = 0,5 µg synthetische Folsäure
337;8;0;0;1;20;;ug;;300;;Supplementationshinweis beachten;Berechnet nach der Summe Vitamin B9 gesamte Folsäurewirksamer Verbindungen in der üblichen Nahrung (Vitamin B9 gesamte Folsäure-Äquivalente): 1µg Vitamin B9 gesamte Folsäure-Äquivalent = 1µg NahrungsVitamin B9 gesamte Folsäure = 0,5 µg synthetische Folsäure Frauen, die schwanger werden wollen oder könnten, sollten zusätzlich zu einer Vitamin B9 gesamte Folsäurereichen Ernährung 400 µg synthetische Folsäure/Tag oder äquivalente Dosen anderer Vitamin B9 gesamte Folsäuree in Form eines Präparats einnehmen, um Neuralrohrdefekten vorzubeugen. Diese zusätzliche Einnahme eines Folsäure- oder Vitamin B9 gesamte Folsäurepräparats sollte mindestens 4 Wochen vor Beginn der Schwangerschaft anfangen und während des 1. Drittels der Schwangerschaft beibehalten werden.
338;9;0;0;2;20;;ug;;300;;;Berechnet nach der Summe Vitamin B9 gesamte Folsäurewirksamer Verbindungen in der üblichen Nahrung (Vitamin B9 gesamte Folsäure-Äquivalente): 1µg Vitamin B9 gesamte Folsäure-Äquivalent = 1µg NahrungsVitamin B9 gesamte Folsäure = 0,5 µg synthetische Folsäure
339;9;0;0;1;20;;ug;;300;;;Berechnet nach der Summe Vitamin B9 gesamte Folsäurewirksamer Verbindungen in der üblichen Nahrung (Vitamin B9 gesamte Folsäure-Äquivalente): 1µg Vitamin B9 gesamte Folsäure-Äquivalent = 1µg NahrungsVitamin B9 gesamte Folsäure = 0,5 µg synthetische Folsäure
340;10;0;0;2;20;;ug;;300;;;Berechnet nach der Summe Vitamin B9 gesamte Folsäurewirksamer Verbindungen in der üblichen Nahrung (Vitamin B9 gesamte Folsäure-Äquivalente): 1µg Vitamin B9 gesamte Folsäure-Äquivalent = 1µg NahrungsVitamin B9 gesamte Folsäure = 0,5 µg synthetische Folsäure
341;10;0;0;1;20;;ug;;300;;;Berechnet nach der Summe Vitamin B9 gesamte Folsäurewirksamer Verbindungen in der üblichen Nahrung (Vitamin B9 gesamte Folsäure-Äquivalente): 1µg Vitamin B9 gesamte Folsäure-Äquivalent = 1µg NahrungsVitamin B9 gesamte Folsäure = 0,5 µg synthetische Folsäure
342;8;1;0;1;20;;ug;;550;;Supplementationshinweis beachten;Berechnet nach der Summe Vitamin B9 gesamte Folsäurewirksamer Verbindungen in der üblichen Nahrung (Vitamin B9 gesamte Folsäure-Äquivalente): 1µg Vitamin B9 gesamte Folsäure-Äquivalent = 1µg NahrungsVitamin B9 gesamte Folsäure = 0,5 µg synthetische Folsäure Frauen, die schwanger werden wollen oder könnten, sollten zusätzlich zu einer Vitamin B9 gesamte Folsäurereichen Ernährung 400 µg synthetische Folsäure/Tag oder äquivalente Dosen anderer Vitamin B9 gesamte Folsäuree in Form eines Präparats einnehmen, um Neuralrohrdefekten vorzubeugen. Diese zusätzliche Einnahme eines Folsäure- oder Vitamin B9 gesamte Folsäurepräparats sollte mindestens 4 Wochen vor Beginn der Schwangerschaft anfangen und während des 1. Drittels der Schwangerschaft beibehalten werden.
343;8;1;0;1;20;;ug;;550;;;Berechnet nach der Summe Vitamin B9 gesamte Folsäurewirksamer Verbindungen in der üblichen Nahrung (Vitamin B9 gesamte Folsäure-Äquivalente): 1µg Vitamin B9 gesamte Folsäure-Äquivalent = 1µg NahrungsVitamin B9 gesamte Folsäure = 0,5 µg synthetische Folsäure
344;8;1;0;1;20;;ug;;550;;;Berechnet nach der Summe Vitamin B9 gesamte Folsäurewirksamer Verbindungen in der üblichen Nahrung (Vitamin B9 gesamte Folsäure-Äquivalente): 1µg Vitamin B9 gesamte Folsäure-Äquivalent = 1µg NahrungsVitamin B9 gesamte Folsäure = 0,5 µg synthetische Folsäure
345;8;0;1;1;20;;ug;;450;;;Berechnet nach der Summe Vitamin B9 gesamte Folsäurewirksamer Verbindungen in der üblichen Nahrung (Vitamin B9 gesamte Folsäure-Äquivalente): 1µg Vitamin B9 gesamte Folsäure-Äquivalent = 1µg NahrungsVitamin B9 gesamte Folsäure = 0,5 µg synthetische Folsäure
346;1;0;0;2;2;;%;30;;40;;"trans-Fettsäuren sollten in möglichst geringen Mengen in der Nahrung enthalten sein und weniger als 1 % der Nahrungsenergie liefern. Unter den in der DGE-Position ""Richtwerte für die Energiezufuhr aus Kohlenhydraten und Fett"" genannten Voraussetzungen kann von diesen Richtwerten abgewichen werden. Quelle: https://www.dge.de//fileadmin/dok/wissenschaft/positionen/DGE-Positionspapier-Richtwerte-Energiezufuhr-KH-und-Fett.pdf"
347;1;0;0;1;2;;%;30;;40;;"trans-Fettsäuren sollten in möglichst geringen Mengen in der Nahrung enthalten sein und weniger als 1 % der Nahrungsenergie liefern. Unter den in der DGE-Position ""Richtwerte für die Energiezufuhr aus Kohlenhydraten und Fett"" genannten Voraussetzungen kann von diesen Richtwerten abgewichen werden. Quelle: https://www.dge.de//fileadmin/dok/wissenschaft/positionen/DGE-Positionspapier-Richtwerte-Energiezufuhr-KH-und-Fett.pdf"
348;2;0;0;2;2;;%;30;;35;;"trans-Fettsäuren sollten in möglichst geringen Mengen in der Nahrung enthalten sein und weniger als 1 % der Nahrungsenergie liefern. Unter den in der DGE-Position ""Richtwerte für die Energiezufuhr aus Kohlenhydraten und Fett"" genannten Voraussetzungen kann von diesen Richtwerten abgewichen werden. Quelle: https://www.dge.de//fileadmin/dok/wissenschaft/positionen/DGE-Positionspapier-Richtwerte-Energiezufuhr-KH-und-Fett.pdf"
349;2;0;0;1;2;;%;30;;35;;"trans-Fettsäuren sollten in möglichst geringen Mengen in der Nahrung enthalten sein und weniger als 1 % der Nahrungsenergie liefern. Unter den in der DGE-Position ""Richtwerte für die Energiezufuhr aus Kohlenhydraten und Fett"" genannten Voraussetzungen kann von diesen Richtwerten abgewichen werden. Quelle: https://www.dge.de//fileadmin/dok/wissenschaft/positionen/DGE-Positionspapier-Richtwerte-Energiezufuhr-KH-und-Fett.pdf"
350;3;0;0;2;2;;%;30;;35;;"trans-Fettsäuren sollten in möglichst geringen Mengen in der Nahrung enthalten sein und weniger als 1 % der Nahrungsenergie liefern. Unter den in der DGE-Position ""Richtwerte für die Energiezufuhr aus Kohlenhydraten und Fett"" genannten Voraussetzungen kann von diesen Richtwerten abgewichen werden. Quelle: https://www.dge.de//fileadmin/dok/wissenschaft/positionen/DGE-Positionspapier-Richtwerte-Energiezufuhr-KH-und-Fett.pdf"
351;3;0;0;1;2;;%;30;;35;;"trans-Fettsäuren sollten in möglichst geringen Mengen in der Nahrung enthalten sein und weniger als 1 % der Nahrungsenergie liefern. Unter den in der DGE-Position ""Richtwerte für die Energiezufuhr aus Kohlenhydraten und Fett"" genannten Voraussetzungen kann von diesen Richtwerten abgewichen werden. Quelle: https://www.dge.de//fileadmin/dok/wissenschaft/positionen/DGE-Positionspapier-Richtwerte-Energiezufuhr-KH-und-Fett.pdf"
352;4;0;0;2;2;;%;30;;35;;"trans-Fettsäuren sollten in möglichst geringen Mengen in der Nahrung enthalten sein und weniger als 1 % der Nahrungsenergie liefern. Unter den in der DGE-Position ""Richtwerte für die Energiezufuhr aus Kohlenhydraten und Fett"" genannten Voraussetzungen kann von diesen Richtwerten abgewichen werden. Quelle: https://www.dge.de//fileadmin/dok/wissenschaft/positionen/DGE-Positionspapier-Richtwerte-Energiezufuhr-KH-und-Fett.pdf"
353;4;0;0;1;2;;%;30;;35;;"trans-Fettsäuren sollten in möglichst geringen Mengen in der Nahrung enthalten sein und weniger als 1 % der Nahrungsenergie liefern. Unter den in der DGE-Position ""Richtwerte für die Energiezufuhr aus Kohlenhydraten und Fett"" genannten Voraussetzungen kann von diesen Richtwerten abgewichen werden. Quelle: https://www.dge.de//fileadmin/dok/wissenschaft/positionen/DGE-Positionspapier-Richtwerte-Energiezufuhr-KH-und-Fett.pdf"
354;5;0;0;2;2;;%;30;;35;;"trans-Fettsäuren sollten in möglichst geringen Mengen in der Nahrung enthalten sein und weniger als 1 % der Nahrungsenergie liefern. Unter den in der DGE-Position ""Richtwerte für die Energiezufuhr aus Kohlenhydraten und Fett"" genannten Voraussetzungen kann von diesen Richtwerten abgewichen werden. Quelle: https://www.dge.de//fileadmin/dok/wissenschaft/positionen/DGE-Positionspapier-Richtwerte-Energiezufuhr-KH-und-Fett.pdf"
355;5;0;0;1;2;;%;30;;35;;"trans-Fettsäuren sollten in möglichst geringen Mengen in der Nahrung enthalten sein und weniger als 1 % der Nahrungsenergie liefern. Unter den in der DGE-Position ""Richtwerte für die Energiezufuhr aus Kohlenhydraten und Fett"" genannten Voraussetzungen kann von diesen Richtwerten abgewichen werden. Quelle: https://www.dge.de//fileadmin/dok/wissenschaft/positionen/DGE-Positionspapier-Richtwerte-Energiezufuhr-KH-und-Fett.pdf"
356;6;0;0;2;2;;%;;30;;;"trans-Fettsäuren sollten in möglichst geringen Mengen in der Nahrung enthalten sein und weniger als 1 % der Nahrungsenergie liefern. Unter den in der DGE-Position ""Richtwerte für die Energiezufuhr aus Kohlenhydraten und Fett"" genannten Voraussetzungen kann von diesen Richtwerten abgewichen werden. Quelle: https://www.dge.de//fileadmin/dok/wissenschaft/positionen/DGE-Positionspapier-Richtwerte-Energiezufuhr-KH-und-Fett.pdf Personen mit erhöhtem Energiebedarf (PAL > 1,7) können höhere Prozentsätze benötigen."
357;6;0;0;1;2;;%;;30;;;"trans-Fettsäuren sollten in möglichst geringen Mengen in der Nahrung enthalten sein und weniger als 1 % der Nahrungsenergie liefern. Unter den in der DGE-Position ""Richtwerte für die Energiezufuhr aus Kohlenhydraten und Fett"" genannten Voraussetzungen kann von diesen Richtwerten abgewichen werden. Quelle: https://www.dge.de//fileadmin/dok/wissenschaft/positionen/DGE-Positionspapier-Richtwerte-Energiezufuhr-KH-und-Fett.pdf Personen mit erhöhtem Energiebedarf (PAL > 1,7) können höhere Prozentsätze benötigen."
358;7;0;0;2;2;;%;;30;;;"trans-Fettsäuren sollten in möglichst geringen Mengen in der Nahrung enthalten sein und weniger als 1 % der Nahrungsenergie liefern. Unter den in der DGE-Position ""Richtwerte für die Energiezufuhr aus Kohlenhydraten und Fett"" genannten Voraussetzungen kann von diesen Richtwerten abgewichen werden. Quelle: https://www.dge.de//fileadmin/dok/wissenschaft/positionen/DGE-Positionspapier-Richtwerte-Energiezufuhr-KH-und-Fett.pdf Personen mit erhöhtem Energiebedarf (PAL > 1,7) können höhere Prozentsätze benötigen. Die Cholesterolzufuhr mit der Nahrung sollte aus präventiven Gründen bis zu 300 mg/Tag betragen. Bei einer vollwertigen Ernährungsweise nach den 10 Regeln der DGE wird dies in der Regel problemlos eingehalten."
359;7;0;0;1;2;;%;;30;;;"trans-Fettsäuren sollten in möglichst geringen Mengen in der Nahrung enthalten sein und weniger als 1 % der Nahrungsenergie liefern. Unter den in der DGE-Position ""Richtwerte für die Energiezufuhr aus Kohlenhydraten und Fett"" genannten Voraussetzungen kann von diesen Richtwerten abgewichen werden. Quelle: https://www.dge.de//fileadmin/dok/wissenschaft/positionen/DGE-Positionspapier-Richtwerte-Energiezufuhr-KH-und-Fett.pdf Personen mit erhöhtem Energiebedarf (PAL > 1,7) können höhere Prozentsätze benötigen. Die Cholesterolzufuhr mit der Nahrung sollte aus präventiven Gründen bis zu 300 mg/Tag betragen. Bei einer vollwertigen Ernährungsweise nach den 10 Regeln der DGE wird dies in der Regel problemlos eingehalten."
360;8;0;0;2;2;;%;;30;;;"trans-Fettsäuren sollten in möglichst geringen Mengen in der Nahrung enthalten sein und weniger als 1 % der Nahrungsenergie liefern. Unter den in der DGE-Position ""Richtwerte für die Energiezufuhr aus Kohlenhydraten und Fett"" genannten Voraussetzungen kann von diesen Richtwerten abgewichen werden. Quelle: https://www.dge.de//fileadmin/dok/wissenschaft/positionen/DGE-Positionspapier-Richtwerte-Energiezufuhr-KH-und-Fett.pdf Personen mit erhöhtem Energiebedarf (PAL > 1,7) können höhere Prozentsätze benötigen. Die Cholesterolzufuhr mit der Nahrung sollte aus präventiven Gründen bis zu 300 mg/Tag betragen. Bei einer vollwertigen Ernährungsweise nach den 10 Regeln der DGE wird dies in der Regel problemlos eingehalten."
