﻿Bevölkerungsgruppe;age_group_id;is_pregnant;is_breastfeeding;Geschlecht;gender_id;Nährstoff;nutrient_id;activity_level_id;Referenzwert;lower_limit;target;upper_limit;Einheit;unit_code;Bemerkung;Kategorie;Fussnoten;foot_note
Stillende;8;;1;Weiblich;1;Kohlenhydrate;4;;>50;50;;;% der Energie;%;;Richtwert;ai,aj;"Freie Zucker sollten in möglichst geringen Mengen zugeführt werden und max. 10 % der Nahrungsenergie liefern. Unter den in der DGE-Position ""Richtwerte für die Energiezufuhr aus Kohlenhydraten und Fett"" genannten Voraussetzungen kann von diesen Richtwerten abgewichen werden. Quelle: https://www.dge.de//fileadmin/dok/wissenschaft/positionen/DGE-Positionspapier-Richtwerte-Energiezufuhr-KH-und-Fett.pdf"
1 bis unter 4 Jahre;1;;;Männlich;2;Kupfer;35;;0,5-1,0;0,5;;1;mg/Tag;mg;;Schätzwert;;
1 bis unter 4 Jahre;1;;;Weiblich;1;Kupfer;35;;0,5-1,0;0,5;;1;mg/Tag;mg;;Schätzwert;;
4 bis unter 7 Jahre;2;;;Männlich;2;Kupfer;35;;0,5-1,0;0,5;;1;mg/Tag;mg;;Schätzwert;;
4 bis unter 7 Jahre;2;;;Weiblich;1;Kupfer;35;;0,5-1,0;0,5;;1;mg/Tag;mg;;Schätzwert;;
7 bis unter 10 Jahre;3;;;Männlich;2;Kupfer;35;;1,0-1,5;1;;1,5;mg/Tag;mg;;Schätzwert;;
7 bis unter 10 Jahre;3;;;Weiblich;1;Kupfer;35;;1,0-1,5;1;;1,5;mg/Tag;mg;;Schätzwert;;
10 bis unter 13 Jahre;4;;;Männlich;2;Kupfer;35;;1,0-1,5;1;;1,5;mg/Tag;mg;;Schätzwert;;
10 bis unter 13 Jahre;4;;;Weiblich;1;Kupfer;35;;1,0-1,5;1;;1,5;mg/Tag;mg;;Schätzwert;;
13 bis unter 15 Jahre;5;;;Männlich;2;Kupfer;35;;1,0-1,5;1;;1,5;mg/Tag;mg;;Schätzwert;;
13 bis unter 15 Jahre;5;;;Weiblich;1;Kupfer;35;;1,0-1,5;1;;1,5;mg/Tag;mg;;Schätzwert;;
15 bis unter 19 Jahre;6;;;Männlich;2;Kupfer;35;;1,0-1,5;1;;1,5;mg/Tag;mg;;Schätzwert;;
15 bis unter 19 Jahre;6;;;Weiblich;1;Kupfer;35;;1,0-1,5;1;;1,5;mg/Tag;mg;;Schätzwert;;
19 bis unter 25 Jahre;7;;;Männlich;2;Kupfer;35;;1,0-1,5;1;;1,5;mg/Tag;mg;;Schätzwert;;
19 bis unter 25 Jahre;7;;;Weiblich;1;Kupfer;35;;1,0-1,5;1;;1,5;mg/Tag;mg;;Schätzwert;;
25 bis unter 51 Jahre;8;;;Männlich;2;Kupfer;35;;1,0-1,5;1;;1,5;mg/Tag;mg;;Schätzwert;;
25 bis unter 51 Jahre;8;;;Weiblich;1;Kupfer;35;;1,0-1,5;1;;1,5;mg/Tag;mg;;Schätzwert;;
51 bis unter 65 Jahre;9;;;Männlich;2;Kupfer;35;;1,0-1,5;1;;1,5;mg/Tag;mg;;Schätzwert;;
51 bis unter 65 Jahre;9;;;Weiblich;1;Kupfer;35;;1,0-1,5;1;;1,5;mg/Tag;mg;;Schätzwert;;
65 Jahre und älter;10;;;Männlich;2;Kupfer;35;;1,0-1,5;1;;1,5;mg/Tag;mg;;Schätzwert;;
65 Jahre und älter;10;;;Weiblich;1;Kupfer;35;;1,0-1,5;1;;1,5;mg/Tag;mg;;Schätzwert;;
1. Trimester;8;1;;Weiblich;1;Kupfer;35;;1,0-1,5;1;;1,5;mg/Tag;mg;;Schätzwert;;
2. Trimester;8;1;;Weiblich;1;Kupfer;35;;1,0-1,5;1;;1,5;mg/Tag;mg;;Schätzwert;;
3. Trimester;8;1;;Weiblich;1;Kupfer;35;;1,0-1,5;1;;1,5;mg/Tag;mg;;Schätzwert;;
Stillende;8;;1;Weiblich;1;Kupfer;35;;1,0-1,5;1;;1,5;mg/Tag;mg;;Schätzwert;;
1 bis unter 4 Jahre;1;;;Männlich;2;Octadecadiensäure / Linolsäure Omega 6;107;;;;3,0;;% der Energie;%;;Empfohlene Zufuhr;;
1 bis unter 4 Jahre;1;;;Weiblich;1;Octadecadiensäure / Linolsäure Omega 6;107;;;;3,0;;% der Energie;%;;Empfohlene Zufuhr;;
4 bis unter 7 Jahre;2;;;Männlich;2;Octadecadiensäure / Linolsäure Omega 6;107;;;;2,5;;% der Energie;%;;Empfohlene Zufuhr;;
4 bis unter 7 Jahre;2;;;Weiblich;1;Octadecadiensäure / Linolsäure Omega 6;107;;;;2,5;;% der Energie;%;;Empfohlene Zufuhr;;
7 bis unter 10 Jahre;3;;;Männlich;2;Octadecadiensäure / Linolsäure Omega 6;107;;;;2,5;;% der Energie;%;;Empfohlene Zufuhr;;
7 bis unter 10 Jahre;3;;;Weiblich;1;Octadecadiensäure / Linolsäure Omega 6;107;;;;2,5;;% der Energie;%;;Empfohlene Zufuhr;;
10 bis unter 13 Jahre;4;;;Männlich;2;Octadecadiensäure / Linolsäure Omega 6;107;;;;2,5;;% der Energie;%;;Empfohlene Zufuhr;;
10 bis unter 13 Jahre;4;;;Weiblich;1;Octadecadiensäure / Linolsäure Omega 6;107;;;;2,5;;% der Energie;%;;Empfohlene Zufuhr;;
13 bis unter 15 Jahre;5;;;Männlich;2;Octadecadiensäure / Linolsäure Omega 6;107;;;;2,5;;% der Energie;%;;Empfohlene Zufuhr;;
13 bis unter 15 Jahre;5;;;Weiblich;1;Octadecadiensäure / Linolsäure Omega 6;107;;;;2,5;;% der Energie;%;;Empfohlene Zufuhr;;
15 bis unter 19 Jahre;6;;;Männlich;2;Octadecadiensäure / Linolsäure Omega 6;107;;;;2,5;;% der Energie;%;;Empfohlene Zufuhr;;
15 bis unter 19 Jahre;6;;;Weiblich;1;Octadecadiensäure / Linolsäure Omega 6;107;;;;2,5;;% der Energie;%;;Empfohlene Zufuhr;;
19 bis unter 25 Jahre;7;;;Männlich;2;Octadecadiensäure / Linolsäure Omega 6;107;;;;2,5;;% der Energie;%;;Empfohlene Zufuhr;;
19 bis unter 25 Jahre;7;;;Weiblich;1;Octadecadiensäure / Linolsäure Omega 6;107;;;;2,5;;% der Energie;%;;Empfohlene Zufuhr;;
25 bis unter 51 Jahre;8;;;Männlich;2;Octadecadiensäure / Linolsäure Omega 6;107;;;;2,5;;% der Energie;%;;Empfohlene Zufuhr;;
25 bis unter 51 Jahre;8;;;Weiblich;1;Octadecadiensäure / Linolsäure Omega 6;107;;;;2,5;;% der Energie;%;;Empfohlene Zufuhr;;
51 bis unter 65 Jahre;9;;;Männlich;2;Octadecadiensäure / Linolsäure Omega 6;107;;;;2,5;;% der Energie;%;;Empfohlene Zufuhr;;
51 bis unter 65 Jahre;9;;;Weiblich;1;Octadecadiensäure / Linolsäure Omega 6;107;;;;2,5;;% der Energie;%;;Empfohlene Zufuhr;;
65 Jahre und älter;10;;;Männlich;2;Octadecadiensäure / Linolsäure Omega 6;107;;;;2,5;;% der Energie;%;;Empfohlene Zufuhr;;
65 Jahre und älter;10;;;Weiblich;1;Octadecadiensäure / Linolsäure Omega 6;107;;;;2,5;;% der Energie;%;;Empfohlene Zufuhr;;
1. Trimester;8;1;;Weiblich;1;Octadecadiensäure / Linolsäure Omega 6;107;;;;2,5;;% der Energie;%;;Empfohlene Zufuhr;;
2. Trimester;8;1;;Weiblich;1;Octadecadiensäure / Linolsäure Omega 6;107;;;;2,5;;% der Energie;%;;Empfohlene Zufuhr;;
3. Trimester;8;1;;Weiblich;1;Octadecadiensäure / Linolsäure Omega 6;107;;;;2,5;;% der Energie;%;;Empfohlene Zufuhr;;
Stillende;8;;1;Weiblich;1;Octadecadiensäure / Linolsäure Omega 6;107;;;;2,5;;% der Energie;%;;Empfohlene Zufuhr;;
1 bis unter 4 Jahre;1;;;Männlich;2;Magnesium;29;;;;170;;mg/Tag;mg;;Schätzwert;;
1 bis unter 4 Jahre;1;;;Weiblich;1;Magnesium;29;;;;170;;mg/Tag;mg;;Schätzwert;;
4 bis unter 7 Jahre;2;;;Männlich;2;Magnesium;29;;;;190;;mg/Tag;mg;;Schätzwert;;
4 bis unter 7 Jahre;2;;;Weiblich;1;Magnesium;29;;;;190;;mg/Tag;mg;;Schätzwert;;
7 bis unter 10 Jahre;3;;;Männlich;2;Magnesium;29;;;;240;;mg/Tag;mg;;Schätzwert;;
7 bis unter 10 Jahre;3;;;Weiblich;1;Magnesium;29;;;;240;;mg/Tag;mg;;Schätzwert;;
10 bis unter 13 Jahre;4;;;Männlich;2;Magnesium;29;;;;260;;mg/Tag;mg;;Schätzwert;;
10 bis unter 13 Jahre;4;;;Weiblich;1;Magnesium;29;;;;230;;mg/Tag;mg;;Schätzwert;;
13 bis unter 15 Jahre;5;;;Männlich;2;Magnesium;29;;;;280;;mg/Tag;mg;;Schätzwert;;
13 bis unter 15 Jahre;5;;;Weiblich;1;Magnesium;29;;;;240;;mg/Tag;mg;;Schätzwert;;
15 bis unter 19 Jahre;6;;;Männlich;2;Magnesium;29;;;;330;;mg/Tag;mg;;Schätzwert;;
15 bis unter 19 Jahre;6;;;Weiblich;1;Magnesium;29;;;;260;;mg/Tag;mg;;Schätzwert;;
19 bis unter 25 Jahre;7;;;Männlich;2;Magnesium;29;;;;350;;mg/Tag;mg;;Schätzwert;;
19 bis unter 25 Jahre;7;;;Weiblich;1;Magnesium;29;;;;300;;mg/Tag;mg;;Schätzwert;;
25 bis unter 51 Jahre;8;;;Männlich;2;Magnesium;29;;;;350;;mg/Tag;mg;;Schätzwert;;
25 bis unter 51 Jahre;8;;;Weiblich;1;Magnesium;29;;;;300;;mg/Tag;mg;;Schätzwert;;
51 bis unter 65 Jahre;9;;;Männlich;2;Magnesium;29;;;;350;;mg/Tag;mg;;Schätzwert;;
51 bis unter 65 Jahre;9;;;Weiblich;1;Magnesium;29;;;;300;;mg/Tag;mg;;Schätzwert;;
65 Jahre und älter;10;;;Männlich;2;Magnesium;29;;;;350;;mg/Tag;mg;;Schätzwert;;
65 Jahre und älter;10;;;Weiblich;1;Magnesium;29;;;;300;;mg/Tag;mg;;Schätzwert;;
1. Trimester;8;1;;Weiblich;1;Magnesium;29;;;;300;;mg/Tag;mg;;Schätzwert;;
2. Trimester;8;1;;Weiblich;1;Magnesium;29;;;;300;;mg/Tag;mg;;Schätzwert;;
3. Trimester;8;1;;Weiblich;1;Magnesium;29;;;;300;;mg/Tag;mg;;Schätzwert;;
Stillende;8;;1;Weiblich;1;Magnesium;29;;;;300;;mg/Tag;mg;;Schätzwert;;
1 bis unter 4 Jahre;1;;;Männlich;2;Mangan;36;;1,0-1,5;1;;1,5;mg/Tag;mg;;Schätzwert;;
1 bis unter 4 Jahre;1;;;Weiblich;1;Mangan;36;;1,0-1,5;1;;1,5;mg/Tag;mg;;Schätzwert;;
4 bis unter 7 Jahre;2;;;Männlich;2;Mangan;36;;1,5-2,0;1,5;;2;mg/Tag;mg;;Schätzwert;;
4 bis unter 7 Jahre;2;;;Weiblich;1;Mangan;36;;1,5-2,0;1,5;;2;mg/Tag;mg;;Schätzwert;;
7 bis unter 10 Jahre;3;;;Männlich;2;Mangan;36;;2,0-3,0;2;;3;mg/Tag;mg;;Schätzwert;;
7 bis unter 10 Jahre;3;;;Weiblich;1;Mangan;36;;2,0-3,0;2;;3;mg/Tag;mg;;Schätzwert;;
10 bis unter 13 Jahre;4;;;Männlich;2;Mangan;36;;2,0-5,0;2;;5;mg/Tag;mg;;Schätzwert;;
10 bis unter 13 Jahre;4;;;Weiblich;1;Mangan;36;;2,0-5,0;2;;5;mg/Tag;mg;;Schätzwert;;
13 bis unter 15 Jahre;5;;;Männlich;2;Mangan;36;;2,0-5,0;2;;5;mg/Tag;mg;;Schätzwert;;
13 bis unter 15 Jahre;5;;;Weiblich;1;Mangan;36;;2,0-5,0;2;;5;mg/Tag;mg;;Schätzwert;;
15 bis unter 19 Jahre;6;;;Männlich;2;Mangan;36;;2,0-5,0;2;;5;mg/Tag;mg;;Schätzwert;;
15 bis unter 19 Jahre;6;;;Weiblich;1;Mangan;36;;2,0-5,0;2;;5;mg/Tag;mg;;Schätzwert;;
19 bis unter 25 Jahre;7;;;Männlich;2;Mangan;36;;2,0-5,0;2;;5;mg/Tag;mg;;Schätzwert;;
19 bis unter 25 Jahre;7;;;Weiblich;1;Mangan;36;;2,0-5,0;2;;5;mg/Tag;mg;;Schätzwert;;
25 bis unter 51 Jahre;8;;;Männlich;2;Mangan;36;;2,0-5,0;2;;5;mg/Tag;mg;;Schätzwert;;
25 bis unter 51 Jahre;8;;;Weiblich;1;Mangan;36;;2,0-5,0;2;;5;mg/Tag;mg;;Schätzwert;;
51 bis unter 65 Jahre;9;;;Männlich;2;Mangan;36;;2,0-5,0;2;;5;mg/Tag;mg;;Schätzwert;;
51 bis unter 65 Jahre;9;;;Weiblich;1;Mangan;36;;2,0-5,0;2;;5;mg/Tag;mg;;Schätzwert;;
65 Jahre und älter;10;;;Männlich;2;Mangan;36;;2,0-5,0;2;;5;mg/Tag;mg;;Schätzwert;;
65 Jahre und älter;10;;;Weiblich;1;Mangan;36;;2,0-5,0;2;;5;mg/Tag;mg;;Schätzwert;;
1. Trimester;8;1;;Weiblich;1;Mangan;36;;2,0-5,0;2;;5;mg/Tag;mg;;Schätzwert;;
2. Trimester;8;1;;Weiblich;1;Mangan;36;;2,0-5,0;2;;5;mg/Tag;mg;;Schätzwert;;
3. Trimester;8;1;;Weiblich;1;Mangan;36;;2,0-5,0;2;;5;mg/Tag;mg;;Schätzwert;;
Stillende;8;;1;Weiblich;1;Mangan;36;;2,0-5,0;2;;5;mg/Tag;mg;;Schätzwert;;
1 bis unter 4 Jahre;1;;;Männlich;2;Mehrfach ungesättigte Fettsäuren;120;;7-10;7;;10;% der Energie;%;;;;
1 bis unter 4 Jahre;1;;;Weiblich;1;Mehrfach ungesättigte Fettsäuren;120;;7-10;7;;10;% der Energie;%;;;;
4 bis unter 7 Jahre;2;;;Männlich;2;Mehrfach ungesättigte Fettsäuren;120;;7-10;7;;10;% der Energie;%;;;;
4 bis unter 7 Jahre;2;;;Weiblich;1;Mehrfach ungesättigte Fettsäuren;120;;7-10;7;;10;% der Energie;%;;;;
7 bis unter 10 Jahre;3;;;Männlich;2;Mehrfach ungesättigte Fettsäuren;120;;7-10;7;;10;% der Energie;%;;;;
7 bis unter 10 Jahre;3;;;Weiblich;1;Mehrfach ungesättigte Fettsäuren;120;;7-10;7;;10;% der Energie;%;;;;
10 bis unter 13 Jahre;4;;;Männlich;2;Mehrfach ungesättigte Fettsäuren;120;;7-10;7;;10;% der Energie;%;;;;
10 bis unter 13 Jahre;4;;;Weiblich;1;Mehrfach ungesättigte Fettsäuren;120;;7-10;7;;10;% der Energie;%;;;;
13 bis unter 15 Jahre;5;;;Männlich;2;Mehrfach ungesättigte Fettsäuren;120;;7-10;7;;10;% der Energie;%;;;;
13 bis unter 15 Jahre;5;;;Weiblich;1;Mehrfach ungesättigte Fettsäuren;120;;7-10;7;;10;% der Energie;%;;;;
15 bis unter 19 Jahre;6;;;Männlich;2;Mehrfach ungesättigte Fettsäuren;120;;7-10;7;;10;% der Energie;%;;;;
15 bis unter 19 Jahre;6;;;Weiblich;1;Mehrfach ungesättigte Fettsäuren;120;;7-10;7;;10;% der Energie;%;;;;
19 bis unter 25 Jahre;7;;;Männlich;2;Mehrfach ungesättigte Fettsäuren;120;;7-10;7;;10;% der Energie;%;;;;
19 bis unter 25 Jahre;7;;;Weiblich;1;Mehrfach ungesättigte Fettsäuren;120;;7-10;7;;10;% der Energie;%;;;;
25 bis unter 51 Jahre;8;;;Männlich;2;Mehrfach ungesättigte Fettsäuren;120;;7-10;7;;10;% der Energie;%;;;;
25 bis unter 51 Jahre;8;;;Weiblich;1;Mehrfach ungesättigte Fettsäuren;120;;7-10;7;;10;% der Energie;%;;;;
51 bis unter 65 Jahre;9;;;Männlich;2;Mehrfach ungesättigte Fettsäuren;120;;7-10;7;;10;% der Energie;%;;;;
51 bis unter 65 Jahre;9;;;Weiblich;1;Mehrfach ungesättigte Fettsäuren;120;;7-10;7;;10;% der Energie;%;;;;
65 Jahre und älter;10;;;Männlich;2;Mehrfach ungesättigte Fettsäuren;120;;7-10;7;;10;% der Energie;%;;;;
65 Jahre und älter;10;;;Weiblich;1;Mehrfach ungesättigte Fettsäuren;120;;7-10;7;;10;% der Energie;%;;;;
1. Trimester;8;1;;Weiblich;1;Mehrfach ungesättigte Fettsäuren;120;;7-10;7;;10;% der Energie;%;;;;
2. Trimester;8;1;;Weiblich;1;Mehrfach ungesättigte Fettsäuren;120;;7-10;7;;10;% der Energie;%;;;;
3. Trimester;8;1;;Weiblich;1;Mehrfach ungesättigte Fettsäuren;120;;7-10;7;;10;% der Energie;%;;;;
Stillende;8;;1;Weiblich;1;Mehrfach ungesättigte Fettsäuren;120;;7-10;7;;10;% der Energie;%;;;;
1 bis unter 4 Jahre;1;;;Männlich;2;Molybdän;;;25-50;25;;50;µg/Tag;ug;;Schätzwert;;
1 bis unter 4 Jahre;1;;;Weiblich;1;Molybdän;;;25-50;25;;50;µg/Tag;ug;;Schätzwert;;
4 bis unter 7 Jahre;2;;;Männlich;2;Molybdän;;;30-75;30;;75;µg/Tag;ug;;Schätzwert;;
4 bis unter 7 Jahre;2;;;Weiblich;1;Molybdän;;;30-75;30;;75;µg/Tag;ug;;Schätzwert;;
7 bis unter 10 Jahre;3;;;Männlich;2;Molybdän;;;40-80;40;;80;µg/Tag;ug;;Schätzwert;;
7 bis unter 10 Jahre;3;;;Weiblich;1;Molybdän;;;40-80;40;;80;µg/Tag;ug;;Schätzwert;;
10 bis unter 13 Jahre;4;;;Männlich;2;Molybdän;;;50-100;50;;100;µg/Tag;ug;;Schätzwert;;
10 bis unter 13 Jahre;4;;;Weiblich;1;Molybdän;;;50-100;50;;100;µg/Tag;ug;;Schätzwert;;
13 bis unter 15 Jahre;5;;;Männlich;2;Molybdän;;;50-100;50;;100;µg/Tag;ug;;Schätzwert;;
13 bis unter 15 Jahre;5;;;Weiblich;1;Molybdän;;;50-100;50;;100;µg/Tag;ug;;Schätzwert;;
15 bis unter 19 Jahre;6;;;Männlich;2;Molybdän;;;50-100;50;;100;µg/Tag;ug;;Schätzwert;;
15 bis unter 19 Jahre;6;;;Weiblich;1;Molybdän;;;50-100;50;;100;µg/Tag;ug;;Schätzwert;;
19 bis unter 25 Jahre;7;;;Männlich;2;Molybdän;;;50-100;50;;100;µg/Tag;ug;;Schätzwert;;
19 bis unter 25 Jahre;7;;;Weiblich;1;Molybdän;;;50-100;50;;100;µg/Tag;ug;;Schätzwert;;
25 bis unter 51 Jahre;8;;;Männlich;2;Molybdän;;;50-100;50;;100;µg/Tag;ug;;Schätzwert;;
25 bis unter 51 Jahre;8;;;Weiblich;1;Molybdän;;;50-100;50;;100;µg/Tag;ug;;Schätzwert;;
51 bis unter 65 Jahre;9;;;Männlich;2;Molybdän;;;50-100;50;;100;µg/Tag;ug;;Schätzwert;;
51 bis unter 65 Jahre;9;;;Weiblich;1;Molybdän;;;50-100;50;;100;µg/Tag;ug;;Schätzwert;;
65 Jahre und älter;10;;;Männlich;2;Molybdän;;;50-100;50;;100;µg/Tag;ug;;Schätzwert;;
65 Jahre und älter;10;;;Weiblich;1;Molybdän;;;50-100;50;;100;µg/Tag;ug;;Schätzwert;;
1. Trimester;8;1;;Weiblich;1;Molybdän;;;50-100;50;;100;µg/Tag;ug;;Schätzwert;;
2. Trimester;8;1;;Weiblich;1;Molybdän;;;50-100;50;;100;µg/Tag;ug;;Schätzwert;;
3. Trimester;8;1;;Weiblich;1;Molybdän;;;50-100;50;;100;µg/Tag;ug;;Schätzwert;;
Stillende;8;;1;Weiblich;1;Molybdän;;;50-100;50;;100;µg/Tag;ug;;Schätzwert;;
1 bis unter 4 Jahre;1;;;Männlich;2;Natrium;26;;;;400;;mg/Tag;mg;;Schätzwert;;
1 bis unter 4 Jahre;1;;;Weiblich;1;Natrium;26;;;;400;;mg/Tag;mg;;Schätzwert;;
4 bis unter 7 Jahre;2;;;Männlich;2;Natrium;26;;;;500;;mg/Tag;mg;;Schätzwert;;
4 bis unter 7 Jahre;2;;;Weiblich;1;Natrium;26;;;;500;;mg/Tag;mg;;Schätzwert;;
7 bis unter 10 Jahre;3;;;Männlich;2;Natrium;26;;;;750;;mg/Tag;mg;;Schätzwert;;
7 bis unter 10 Jahre;3;;;Weiblich;1;Natrium;26;;;;750;;mg/Tag;mg;;Schätzwert;;
10 bis unter 13 Jahre;4;;;Männlich;2;Natrium;26;;;;1100;;mg/Tag;mg;;Schätzwert;;
10 bis unter 13 Jahre;4;;;Weiblich;1;Natrium;26;;;;1100;;mg/Tag;mg;;Schätzwert;;
13 bis unter 15 Jahre;5;;;Männlich;2;Natrium;26;;;;1400;;mg/Tag;mg;;Schätzwert;;
13 bis unter 15 Jahre;5;;;Weiblich;1;Natrium;26;;;;1400;;mg/Tag;mg;;Schätzwert;;
15 bis unter 19 Jahre;6;;;Männlich;2;Natrium;26;;;;1500;;mg/Tag;mg;;Schätzwert;;
15 bis unter 19 Jahre;6;;;Weiblich;1;Natrium;26;;;;1500;;mg/Tag;mg;;Schätzwert;;
19 bis unter 25 Jahre;7;;;Männlich;2;Natrium;26;;;;1500;;mg/Tag;mg;;Schätzwert;;
19 bis unter 25 Jahre;7;;;Weiblich;1;Natrium;26;;;;1500;;mg/Tag;mg;;Schätzwert;;
25 bis unter 51 Jahre;8;;;Männlich;2;Natrium;26;;;;1500;;mg/Tag;mg;;Schätzwert;;
25 bis unter 51 Jahre;8;;;Weiblich;1;Natrium;26;;;;1500;;mg/Tag;mg;;Schätzwert;;
51 bis unter 65 Jahre;9;;;Männlich;2;Natrium;26;;;;1500;;mg/Tag;mg;;Schätzwert;;
51 bis unter 65 Jahre;9;;;Weiblich;1;Natrium;26;;;;1500;;mg/Tag;mg;;Schätzwert;;
65 Jahre und älter;10;;;Männlich;2;Natrium;26;;;;1500;;mg/Tag;mg;;Schätzwert;;
65 Jahre und älter;10;;;Weiblich;1;Natrium;26;;;;1500;;mg/Tag;mg;;Schätzwert;;
1. Trimester;8;1;;Weiblich;1;Natrium;26;;;;1500;;mg/Tag;mg;;Schätzwert;;
2. Trimester;8;1;;Weiblich;1;Natrium;26;;;;1500;;mg/Tag;mg;;Schätzwert;;
3. Trimester;8;1;;Weiblich;1;Natrium;26;;;;1500;;mg/Tag;mg;;Schätzwert;;
Stillende;8;;1;Weiblich;1;Natrium;26;;;;1500;;mg/Tag;mg;;Schätzwert;;
1 bis unter 4 Jahre;1;;;Männlich;2;Vitamin B3 Niacin, Nicotinsäure;15;;;;8;;mg/Tag;mg;;Empfohlene Zufuhr;i,j;1 mg Vitamin B3 Niacin, Nicotinsäure-Äquivalent = 1 mg Vitamin B3 Niacin, Nicotinsäure = 60 mg Tryptophan Zugrunde gelegt wurden die alters- und geschlechtsspezifischen Richtwerte für die Energiezufuhr (PAL-Wert 1,4).
1 bis unter 4 Jahre;1;;;Weiblich;1;Vitamin B3 Niacin, Nicotinsäure;15;;;;8;;mg/Tag;mg;;Empfohlene Zufuhr;i,j;1 mg Vitamin B3 Niacin, Nicotinsäure-Äquivalent = 1 mg Vitamin B3 Niacin, Nicotinsäure = 60 mg Tryptophan Zugrunde gelegt wurden die alters- und geschlechtsspezifischen Richtwerte für die Energiezufuhr (PAL-Wert 1,4).
4 bis unter 7 Jahre;2;;;Männlich;2;Vitamin B3 Niacin, Nicotinsäure;15;;;;9;;mg/Tag;mg;;Empfohlene Zufuhr;i,j;1 mg Vitamin B3 Niacin, Nicotinsäure-Äquivalent = 1 mg Vitamin B3 Niacin, Nicotinsäure = 60 mg Tryptophan Zugrunde gelegt wurden die alters- und geschlechtsspezifischen Richtwerte für die Energiezufuhr (PAL-Wert 1,4).
4 bis unter 7 Jahre;2;;;Weiblich;1;Vitamin B3 Niacin, Nicotinsäure;15;;;;9;;mg/Tag;mg;;Empfohlene Zufuhr;i,j;1 mg Vitamin B3 Niacin, Nicotinsäure-Äquivalent = 1 mg Vitamin B3 Niacin, Nicotinsäure = 60 mg Tryptophan Zugrunde gelegt wurden die alters- und geschlechtsspezifischen Richtwerte für die Energiezufuhr (PAL-Wert 1,4).
7 bis unter 10 Jahre;3;;;Männlich;2;Vitamin B3 Niacin, Nicotinsäure;15;;;;11;;mg/Tag;mg;;Empfohlene Zufuhr;i,j;1 mg Vitamin B3 Niacin, Nicotinsäure-Äquivalent = 1 mg Vitamin B3 Niacin, Nicotinsäure = 60 mg Tryptophan Zugrunde gelegt wurden die alters- und geschlechtsspezifischen Richtwerte für die Energiezufuhr (PAL-Wert 1,4).
7 bis unter 10 Jahre;3;;;Weiblich;1;Vitamin B3 Niacin, Nicotinsäure;15;;;;10;;mg/Tag;mg;;Empfohlene Zufuhr;i,j;1 mg Vitamin B3 Niacin, Nicotinsäure-Äquivalent = 1 mg Vitamin B3 Niacin, Nicotinsäure = 60 mg Tryptophan Zugrunde gelegt wurden die alters- und geschlechtsspezifischen Richtwerte für die Energiezufuhr (PAL-Wert 1,4).
10 bis unter 13 Jahre;4;;;Männlich;2;Vitamin B3 Niacin, Nicotinsäure;15;;;;13;;mg/Tag;mg;;Empfohlene Zufuhr;i,j;1 mg Vitamin B3 Niacin, Nicotinsäure-Äquivalent = 1 mg Vitamin B3 Niacin, Nicotinsäure = 60 mg Tryptophan Zugrunde gelegt wurden die alters- und geschlechtsspezifischen Richtwerte für die Energiezufuhr (PAL-Wert 1,4).
10 bis unter 13 Jahre;4;;;Weiblich;1;Vitamin B3 Niacin, Nicotinsäure;15;;;;11;;mg/Tag;mg;;Empfohlene Zufuhr;i,j;1 mg Vitamin B3 Niacin, Nicotinsäure-Äquivalent = 1 mg Vitamin B3 Niacin, Nicotinsäure = 60 mg Tryptophan Zugrunde gelegt wurden die alters- und geschlechtsspezifischen Richtwerte für die Energiezufuhr (PAL-Wert 1,4).
13 bis unter 15 Jahre;5;;;Männlich;2;Vitamin B3 Niacin, Nicotinsäure;15;;;;15;;mg/Tag;mg;;Empfohlene Zufuhr;i,j;1 mg Vitamin B3 Niacin, Nicotinsäure-Äquivalent = 1 mg Vitamin B3 Niacin, Nicotinsäure = 60 mg Tryptophan Zugrunde gelegt wurden die alters- und geschlechtsspezifischen Richtwerte für die Energiezufuhr (PAL-Wert 1,4).
13 bis unter 15 Jahre;5;;;Weiblich;1;Vitamin B3 Niacin, Nicotinsäure;15;;;;13;;mg/Tag;mg;;Empfohlene Zufuhr;i,j;1 mg Vitamin B3 Niacin, Nicotinsäure-Äquivalent = 1 mg Vitamin B3 Niacin, Nicotinsäure = 60 mg Tryptophan Zugrunde gelegt wurden die alters- und geschlechtsspezifischen Richtwerte für die Energiezufuhr (PAL-Wert 1,4).
15 bis unter 19 Jahre;6;;;Männlich;2;Vitamin B3 Niacin, Nicotinsäure;15;;;;17;;mg/Tag;mg;;Empfohlene Zufuhr;i,j;1 mg Vitamin B3 Niacin, Nicotinsäure-Äquivalent = 1 mg Vitamin B3 Niacin, Nicotinsäure = 60 mg Tryptophan Zugrunde gelegt wurden die alters- und geschlechtsspezifischen Richtwerte für die Energiezufuhr (PAL-Wert 1,4).
15 bis unter 19 Jahre;6;;;Weiblich;1;Vitamin B3 Niacin, Nicotinsäure;15;;;;13;;mg/Tag;mg;;Empfohlene Zufuhr;i,j;1 mg Vitamin B3 Niacin, Nicotinsäure-Äquivalent = 1 mg Vitamin B3 Niacin, Nicotinsäure = 60 mg Tryptophan Zugrunde gelegt wurden die alters- und geschlechtsspezifischen Richtwerte für die Energiezufuhr (PAL-Wert 1,4).
